scenario,n_items,n_trials,tail_q,mc_reps,metric,estimator,estimand,truth,estimate_mean,bias,rmse,estimate_sd,negative_rate
null_effect,300,5,0.2,12,wtd,adjusted,oracle_tail,0.0,0.03818287037037041,0.03818287037037041,0.04465734957299612,0.02418896700784208,0.0
null_effect,300,5,0.2,12,wtd,split_oracle_comparison,oracle_tail,0.0,0.00033275462962962843,0.00033275462962962843,0.017712501337638086,0.018496839375976674,0.5
null_effect,300,5,0.2,12,wtd,split,noisy_selected_set,0.0,0.00033275462962962843,0.00033275462962962843,0.017712501337638086,0.018496839375976674,0.5
null_effect,300,10,0.05,12,signed,signed,latent_metric,0.0,-0.0035,-0.0035,0.007672702937711741,0.007131520585301978,0.6666666666666666
null_effect,300,10,0.05,12,ins,raw,latent_metric,0.0,0.16094444444444445,0.16094444444444445,0.16114055286543416,0.008300947169192432,0.0
null_effect,300,10,0.05,12,ins,adjusted,latent_metric,0.0,0.015560185185185193,0.015560185185185193,0.018448189079103512,0.01035109044590853,0.0
null_effect,300,10,0.05,12,wtd,raw,oracle_tail,0.0,0.4277777777777778,0.4277777777777778,0.42967688118192054,0.04214772801030885,0.0
null_effect,300,10,0.05,12,wtd,adjusted,oracle_tail,0.0,0.027407407407407384,0.027407407407407384,0.04894160142245281,0.04235067073417922,0.3333333333333333
null_effect,300,10,0.05,12,wtd,split_oracle_comparison,oracle_tail,0.0,0.016388888888888894,0.016388888888888894,0.056952122336951835,0.05696839850945226,0.4166666666666667
null_effect,300,10,0.05,12,wtd,split,noisy_selected_set,0.0,0.016388888888888894,0.016388888888888894,0.056952122336951835,0.05696839850945226,0.4166666666666667
null_effect,300,10,0.1,12,signed,signed,latent_metric,0.0,-0.001833333333333332,-0.001833333333333332,0.009027735042633891,0.009232682396921503,0.5
null_effect,300,10,0.1,12,ins,raw,latent_metric,0.0,0.1608888888888889,0.1608888888888889,0.16114032302221473,0.00939840232858576,0.0
null_effect,300,10,0.1,12,ins,adjusted,latent_metric,0.0,0.01532638888888889,0.01532638888888889,0.01789351971635279,0.009645339042029058,0.0
null_effect,300,10,0.1,12,wtd,raw,oracle_tail,0.0,0.35638888888888903,0.35638888888888903,0.3570415994022318,0.022538780645736632,0.0
null_effect,300,10,0.1,12,wtd,adjusted,oracle_tail,0.0,0.016238425925925944,0.016238425925925944,0.026921256488617408,0.022427278221134054,0.3333333333333333
null_effect,300,10,0.1,12,wtd,split_oracle_comparison,oracle_tail,0.0,0.0017939814814814821,0.0017939814814814821,0.03357572459988627,0.03501860668301678,0.5833333333333334
null_effect,300,10,0.1,12,wtd,split,noisy_selected_set,0.0,0.0017939814814814821,0.0017939814814814821,0.03357572459988627,0.03501860668301678,0.5833333333333334
